"","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_financiamneto","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","p&d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2018","valor_executado_2019","valor_executado_2020","motor","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"11","Anp-20001-4","Anp",2016-08-31,2019-08-31,1095,"AMPLIAÇÃO DO CONHECIMENTO E CAPACITAÇÃO TÉCNICA DA REDE DE EMPRESAS BRASILEIRAS FORNECEDORAS DO SETOR DE O&G FRENTE A NORMALIZAÇÃO TÉCNICA INTERNACIONAL - DIAGNÓSTICO DE BARREIRAS E IMPACTOS E PROMOÇÃO INTERNACIONAL",NA,2628848,2628848,"PETROGAL","Privado orientado por política","Reembolsável","ORGANIZACAO NACIONAL DA INDUSTRIA DO PETROLEO - ONIP","Empresa Privada",NA,NA,NA,0,0,0,21547.9344262295,7222.10989010989,7222.10989010989,7222.10989010989,7202.32328767123,"ampliacao do conhecimento e capacitacao tecnica da rede de empresas brasileiras fornecedoras do setor de o&g frente a normalizacao tecnica internacional - diagnostico de barreiras e impactos e promocao internacional prover instrumentos e metodologias para aumentar a capacidade de participacao da industria brasileira no mercado nacional e internacional de o&g, atraves da expansao de informacoes tecnicas sobre normas internacionais, eliminacao das barreiras de comunicacao entre a atividade de normalizacao e a industrial e da antecipacao de possiveis barreiras tecnicas, permitindo organizar um sistema de suporte a industria nacional para que ela se prepare previamente para atender especificacoes e requisitos. materiais tecnologia de materiais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12","Anp-20023-8","Anp",2016-12-12,2017-11-12,335,"Caracterização de Testemunhos e Plugues por Análise Digital de Rocha",NA,2826551.1,2826551.1,"SHELL","Privado orientado por política","Reembolsável","SHELL","Empresa Privada",NA,NA,NA,0,0,0,148765.847368421,7765.25027472527,7765.25027472527,7765.25027472527,7743.97561643836,"caracterizacao de testemunhos e plugues por analise digital de rocha esta proposta de pesquisa abordara a influencia da densidade volumetrica e do perfil de absorcao fotoeletrica nos resultados da analise digital de rocha, tambem a caracterizacao de carbonatos em escala de poro incluindo o sistema multimodal utilizando correlacao da morfologia do poro com as propriedades petrofisicas da rocha (rotina e especial) para refinamento da caracterizacao de tipos de rocha reservatorio. exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias tecnicas de aquisicao, processamento e interpretacao de dados geofisicos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","Anp-20024-6","Anp",2017-01-03,2020-01-03,1095,"Multi Sensor Inversion Fase II",NA,18100971.89,18100971.89,"SHELL","Privado orientado por política","Reembolsável","SHELL","Empresa Privada",NA,NA,NA,0,0,0,0,50002.6847790055,49727.9447527473,49727.9447527473,49591.7038082192,"multi sensor inversion fase ii estender a aplicacao do projeto multi sensor inversion (msi fase i) para formacoes com anisotropia tridimensional e para pocos com lama base agua e aprimorar os modelos fisicos envolvidos para obter uma melhor caracterizacao da formacao e do fluido do reservatorio atraves do uso de informacoes de ressonancia magnetica e dieletrico. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias petrofisica, perfilagem de pocos e avaliacao de formacoes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","Anp-20025-3","Anp",2017-05-25,2018-09-25,488,"ADDSSI - DETECÇÃO DE ANOMALIAS E DIAGNÓSTICO DE FALHAS DE SISTEMAS DE INJEÇÃO DE ÁGUA EM FPSOS",NA,1463549.04,1463549.04,"SHELL","Privado orientado por política","Reembolsável","UFF - ADDLabs-Laboratório de Documentação Ativa e Design Inteligente","Empresa Privada",NA,NA,NA,0,0,0,0,6652.49563636364,4020.73912087912,4020.73912087912,4009.72339726027,"addssi - deteccao de anomalias e diagnostico de falhas de sistemas de injecao de agua em fpsos pesquisar o uso de tecnicas de inteligencia artificial para auxiliar o diagnostico dos problemas no controle da vazao e pressao de agua de injecao em processo de recuperacao secundaria em reservatorios de oleo e gas a fim de garantir produtividade e seguranca da planta de  processo e do reservatorio. o projeto tera como estudo de caso o campo parque das conchas (bc-10) situado em aguas profundas na costa brasileira. recuperacao avancada de petroleo injecao e gerenciamento de aguas",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","Anp-20027-9","Anp",2017-05-30,2019-11-30,914,"Produção  de biomassa algácea com alto teor de lipídeos destinada à obtenção de biocombustíveis na Planta Piloto da UFRN",NA,1332540.3,1332540.3,"PETROBRAS","Privado orientado por política","Reembolsável","UFRN - Grupo de Pesquisa em Ciências do Mar e Ambientais","Empresa Privada",NA,NA,NA,0,0,0,0,6197.86186046512,3660.825,3660.825,3650.79534246575,"producao  de biomassa algacea com alto teor de lipideos destinada a obtencao de biocombustiveis na planta piloto da ufrn aprimorar a producao da biomassa de microalgas procurando obter um alto teor lipidico no processamento, atraves do cultivo intensivo de especies selecionadas e/ou melhoradas geneticamente, nas instalacoes da planta piloto, e destinadas a producao final de biocombustiveis. seguranca e meio ambiente monitoramento de areas impactadas por atividades da industria de petroleo, gas natural e biocombustiveis",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","Anp-20028-7","Anp",2017-06-07,2019-06-07,730,"Avaliação da tecnologia Orbitrap para estudos em petroleômica: um enfoque em geoquímica.",NA,600768.27,600768.27,"PETROBRAS","Privado orientado por política","Reembolsável","UFG - Instituto de Química","Empresa Privada",NA,NA,NA,0,0,0,0,2902.26217391304,1650.46228021978,1650.46228021978,1645.94046575342,"avaliacao da tecnologia orbitrap para estudos em petroleomica: um enfoque em geoquimica. avaliar a performance do sistema orbitrap q-exactive na analise das fracoes de petroleos fracionadas, no que tange o numero e perfil de componentes identificados e verificar se as informacoes obtidas pelo orbitrap para resolucao de questoes geoquimicas levarao as mesmas conclusoes obtidas pelas analises no ft-icr ms. avaliacao da conformidade, monitoramento e controle metodologias e sistemas de controle da qualidade",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"17","Anp-20030-3","Anp",2017-04-24,2019-04-24,730,"Projeto Multicliente CO2CC Program: Captura e Usos para o CO2",NA,86836.14,86836.14,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,345.960717131474,238.560824175824,238.560824175824,237.907232876712,"projeto multicliente co2cc program: captura e usos para o co2 avaliar opcoes tecnicamente e comercialmente viaveis para a captura / purificacao e utilizacao de co2 e a sua mitigacao atraves de ganhos de eficiencia energetica que contribuam significativamente para a mitigacao das emissoes de co2 dos processos da industria de oleo e gas seguranca e meio ambiente emissoes de gases de efeito estufa na industria de petroleo, gas natural e biocombustiveis",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","Anp-20031-1","Anp",2017-04-24,2018-11-24,579,"Redução de COV em UCR (Abertura do Tambor)",NA,72453.42,72453.42,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,288.659043824701,199.047857142857,199.047857142857,198.502520547945,"reducao de cov em ucr (abertura do tambor) quantificar/estimar as emissoes de hidrocarbonetos, em especial os compostos organicos volateis (cov), durante o processo de abertura do tambor de coque, atraves de monitoramento ou estimativa de calculo. seguranca e meio ambiente gerenciamento de aguas, efluentes e emissoes de poluentes regulamentados",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","Anp-20034-5","Anp",2017-05-29,2020-05-29,1096,"Avaliação Experimental de Campo Magnético para Mitigação de Incrustações Inorgânicas",NA,3424641.95,3424641.95,"PETROBRAS","Privado orientado por política","Reembolsável","IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT","Empresa Privada",NA,NA,NA,0,0,0,0,15854.8238425926,9408.35700549451,9408.35700549451,9382.58068493151,"avaliacao experimental de campo magnetico para mitigacao de incrustacoes inorganicas compreender os mecanismos de formacao dos solidos e como estes afetam a incrustacao do carbonato de calcio e do sulfato de bario em ambientes similares aos pocos de extracao de petroleo em termos de concentracao de sais, e avaliar os efeitos de campo magnetico nestes mecanismos, com vistas a estabelecer controle, mitigacao e ou eliminacao da incrustacao nestes sistemas. engenharia de poco automacao, controle, instrumentacao e metrologia",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","Anp-20035-2","Anp",2017-04-13,2020-04-13,1096,"Redução dos custos de catalisadores para a reação gás-shift- segunda etapa",NA,181935.6,181935.6,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,694.410687022901,499.823076923077,499.823076923077,498.453698630137,"reducao dos custos de catalisadores para a reacao gas-shift- segunda etapa preparar e testar formulacoes alternativas buscando reducao de custos para o catalisador mais ativo e tioressistente ja desenvolvido e patenteado em projeto anterior. refino sistemas cataliticos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","Anp-20036-0","Anp",2017-04-13,2019-04-13,730,"Otimização do uso do ZnO nas refinarias",NA,842717.12,842717.12,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,3216.47755725191,2315.15692307692,2315.15692307692,2308.81402739726,"otimizacao do uso do zno nas refinarias no momento ha 20 unidades de geracao de h2 em operacao e todas essas unidades possuem zno para a reacao com h2s e preservacao dos catalisadores das etapas subsequentes. o tempo de operacao desses materiais e diverso dependendo de diferentes questoes, assim sendo o objetivo desse projeto e aumentar o conhecimento na area e dessa forma propiciar o uso intensivo do zno postergando a troca, sempre que possivel, com seguranca e/ou permitindo a compra de volumes menores. refino otimizacao e confiabilidade de equipamentos, processos e sistemas",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","Anp-20037-8","Anp",2017-04-13,2018-01-13,275,"Metodologia de estimação de desempenho de leito simples e leito composto de HDT convencional.",NA,1192782.24,1192782.24,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,4552.60396946565,3276.87428571429,3276.87428571429,3267.89654794521,"metodologia de estimacao de desempenho de leito simples e leito composto de hdt convencional. avaliar o uso de leitos mistos de catalisadores comerciais como e nimo em unidades de hdt de baixa/media severidade como alternativa para producao de diesel de baixo enxofre. gerar informacao para o desenvolvimento de modelos de hds e hda a partir de tecnicas analiticas que discriminam os compostos por familias para tornar as previsoes de desempenho mais precisas. refino otimizacao e confiabilidade de equipamentos, processos e sistemas",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"23","Anp-20038-6","Anp",2017-04-13,2018-10-13,548,"Melhoria da qualidade de lubrificantes e parafinas para RLAM",NA,534754.02,534754.02,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,2041.0458778626,1469.10445054945,1469.10445054945,1465.07950684932,"melhoria da qualidade de lubrificantes e parafinas para rlam avaliar a viabilidade de hidrogenacao do oleo basico bright stock na unidade u-24 da rlam visando aumento da rentabilidade pelo enquadramento de qualidade.  serao avaliadas, da mesma forma, a hidrogenacao de parafina mole e parafina micro dura rlam, esta ultima com o objetivo de se verificar a viabilidade de nao ser necessaria a utilizacao da unidade de percolacao u-16 desta refinaria para preparacao desta carga para o processo de hdt. combustiveis e lubrificantes lubrificantes e biolubrificantes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","Anp-20039-4","Anp",2017-04-13,2018-10-13,548,"Avaliação dos ganhos com o uso de ar enriquecido com O2 nas UGHs",NA,248988.32,248988.32,"PETROBRAS","Privado orientado por política","Reembolsável","PETROBRAS","Empresa Privada",NA,NA,NA,0,0,0,0,950.337099236641,684.033846153846,684.033846153846,682.159780821918,"avaliacao dos ganhos com o uso de ar enriquecido com o2 nas ughs avaliacao do impacto em termos de possivel aumento de capacidade e riscos do uso de ar enriquecido em o2 no forno das ughs. refino otimizacao e confiabilidade de equipamentos, processos e sistemas",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
